Acc No,Title,Author,Publication,Language,Subject,Rack,Condition,Status,Acc/Rcvd Date,Register,Register SN,Comments,Corrections
83845,Sanskrit Dictionary,Shastri Pandey,,,R,"R6, R16",G,O,,MAIN - Vol 2,2748,,
83846,Shiksha Manjusha,Shastri Pandey,,,R,"R6, R16",G,O,,MAIN - Vol 2,2749,,
83847,Spoken Sanskrit,Shastri Pandey,,,O,R16,G,O,,MAIN - Vol 2,2750,,
83985,Palmisrty,Anu Venkat,,,M,R18,G,O,,MAIN - Vol 2,2751,,
84316,Mahabharata,Aurobindo,,,D2,R9,G,O,,MAIN - Vol 2,2620,,
84317,Neetisatakam,Bhartrihari,,,F2,R5,G,O,,MAIN - Vol 2,2621,,
84318,Neetisatakam,Bhartrihari,,,F2,R5,G,O,,MAIN - Vol 2,2622,,
84319,Paniniya Paddhatya Sabdarupani,Dr Narendrah,,,O,R16,NA,M,,MAIN - Vol 2,2623,,
84320,Agnimantramala,Aurobindo,,,A1,R1,G,O,,MAIN - Vol 2,2624,,
84321,Chandovallari,Sampadananda Misra,,,B2,R3,NA,M,,MAIN - Vol 2,2625,,
84322,Vyavaharikam Paniniyam,Dr Narendrah,,,O,R16,NA,M,,MAIN - Vol 2,2626,,
84323,Rgveda - Agnisuktangal (Translation),Kapali Sastri,,,A1,R1,G,O,,MAIN - Vol 2,2627,,
84324,The Problems of Aryan Origin,Sethna K D,,,M,R18,G,O,,MAIN - Vol 2,2628,,
84325,The Secret of The Veda,Aurobindo,,,A6,R1,G,O,,MAIN - Vol 2,2629,,
84326,Functional Sanskrit: Its Communicative Aspect,Dr Narendrah,,,O,R16,G,O,,MAIN - Vol 2,2630,,
84327,Bhagavat Gita,Aurobindo,,,C6,R4,G,O,,MAIN - Vol 2,2631,,
84328,The Upanishads,Aurobindo,,,C6,R4,G,O,,MAIN - Vol 2,2632,,
84329,The Wonder That Is Sanskrit,Sampad And Vijay,,,M,R18,G,O,,MAIN - Vol 2,2633,,
84330,Soundaranandam,Asva Ghosa,,,F1,R5,G,O,,MAIN - Vol 2,2634,,
84331,Panchatantra,Visshnu Sarma,,,S,R19,NA,O,,MAIN - Vol 2,2635,,
84332,Panchatantra,Visshnu Sarma,,,S,R19,G,O,,MAIN - Vol 2,2636,,
84333,Nisadham Canto I,Sriharsha,,,F1,R5,G,O,,MAIN - Vol 2,2637,,
84334,Nisadham Canto I,Sriharsha,,,F1,R5,G,O,,MAIN - Vol 2,2638,,
84335,Dasakumaracaritam (Purvapitika),Dadin,,,G,R17,G,O,,MAIN - Vol 2,2639,,
84336,Dasakumaracaritam (Purvapitika),Dadin,,,G,R17,G,O,,MAIN - Vol 2,2640,,
84337,Raghuvamsam Canto I,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2641,,
84338,Raghuvamsam Canto I,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2642,,
84339,Raghuvamsam Canto II,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2643,,
84340,Raghuvamsam Canto II,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2644,,
84341,Raghuvamsam Canto III,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2645,,
84342,Raghuvamsam Canto III,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2646,,
84343,Raghuvamsam Canto III,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2647,,
84344,Raghuvamsam Canto III,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2648,,
84345,Raghuvamsam Canto IV,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2649,,
84346,Raghuvamsam Canto IV,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2650,,
84347,Raghuvamsam Canto IV,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2651,,
84348,Raghuvamsam Canto IV,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2652,,
84349,Raghuvamsam Canto VI-VII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2653,,
84350,Raghuvamsam Canto VI-VII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2654,,
84351,Raghuvamsam Canto VI-VII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2655,,
84352,Raghuvamsam Canto VI-VII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2656,,
84353,Raghuvamsam Canto VI-VII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2657,,
84354,Raghuvamsam Canto XIII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2658,,
84355,Raghuvamsam Canto XIII,Kalidasa,,,F1,R5,G,O,,MAIN - Vol 2,2659,,
84356,Sisupalavadha Canto I,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2660,,
84357,Sisupalavadha Canto I,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2661,,
84358,Sisupalavadha Canto I,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2662,,
84359,Sisupalavadha Canto I,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2663,,
84360,Sisupalavadha Canto I,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2664,,
84361,Sisupalavadha Canto II,Magha,,,F1,R5,D,O,,MAIN - Vol 2,2665,,
84362,Sisupalavadha Canto II,Magha Jaganatha Sastri Panditha,,,F1,R5,G,O,,MAIN - Vol 2,2666,,
84363,Sisupalavadha Canto II,Magha,,,F1,R5,D,O,,MAIN - Vol 2,2667,,
84364,Sisupalavadha Canto II,Magha Jaganatha Sastri Panditha,,,F1,R5,G,O,,MAIN - Vol 2,2668,,
84365,Sisupalavadha Canto II,Magha,,,F1,R5,NA,M,,MAIN - Vol 2,2669,,
84366,Sisupalavadha Canto III,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2670,,
84367,Sisupalavadha Canto III,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2671,,
84368,Sisupalavadha Canto III,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2672,,
84369,Sisupalavadha Canto III,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2673,,
84370,Sisupalavadha Canto III,Magha,,,F1,R5,D,O,,MAIN - Vol 2,2674,,
84371,Sisupalavadha Canto IV,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2675,,
84372,Sisupalavadha Canto IV,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2676,,
84373,Sisupalavadha Canto IV,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2677,,
84374,Sisupalavadha Canto IV,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2678,,
84375,Sisupalavadha Canto IV,Magha,,,F1,R5,G,O,,MAIN - Vol 2,2679,,
84376,Laghu Siddhanta Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2680,,
84377,Nitisatakam,Bartarhari,,,F2,R5,G,O,,MAIN - Vol 2,2681,,
84378,Nitisatakam,Bartarhari,,,F2,R5,G,O,,MAIN - Vol 2,2682,,
84379,Nitisatakam,Bartarhari,,,F2,R5,G,O,,MAIN - Vol 2,2683,,
84380,Nitisatakam,Bartarhari,,,F2,R5,G,O,,MAIN - Vol 2,2684,,
84381,Nitisatakam,Bartarhari,,,F2,R5,G,O,,MAIN - Vol 2,2685,,
84382,Nalachampu,Trivikramabhatta,,,H,R17,G,O,,MAIN - Vol 2,2686,,
84383,Kavyamimamsa,Rajasekhara,,,J,"R11, R12",G,O,,MAIN - Vol 2,2687,,
84385,"Laghu Siddhanta Kaumudi (Sandhi, Samasa)",Varadaraja,,,B6,R3,NA,O,,MAIN - Vol 2,2688,,
84386,"Laghu Siddhanta Kaumudi (Sanndhi, Samasa)",Varadaraja,,,B6,R3,NA,R,,MAIN - Vol 2,2101,,
84387,"Laghu Siddhanta Kaumudi ( Sanndhi,Samasa)",Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2690,,
84388,"Laghu Siddhanta Kaumudi ( Sanndhi,Samasa)",Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2691,,
84389,The Plays of Kalidasa,Miller B S,,,I1,R11,G,O,,MAIN - Vol 2,2565,,
84390,Bhamati And Vivarana Schools,Roodurmun,,,C6,R4,G,O,,MAIN - Vol 2,2566,,
84391,The Doctrine of Karma,Yuvaraj Krishnan,,,M,R18,G,R,,MAIN - Vol 2,2567,,
84392,Doctrine of The Upanishad And Early Buddhism,Sridhar And Shrotri,,,M,R18,G,O,,MAIN - Vol 2,2692,,
84393,Carudattam,Bhasa,,,I,R10,G,O,,MAIN - Vol 2,2693,,
84394,Carudattam,Bhasa,,,I,R10,G,O,,MAIN - Vol 2,2694,,
84395,Carudattam,Bhasa,,,I,R10,G,O,,MAIN - Vol 2,2695,,
84396,Amarakosa,Amarasimha,,,R,"R6, R16",G,O,,MAIN - Vol 2,2696,,
84397,Dasakumaracaritam,"Dandin & Kale, M R (ed)",,,G,R17,G,O,,MAIN - Vol 2,2697,,
84398,Kumarasambhavam,"Kalidasa & Kale, M R (ed)",,,F1,R5,G,O,,MAIN - Vol 2,2698,,
84399,Malavikagnimitram,"Kalidasa & Kale, M R (ed)",,,I,R10,NA,O,,MAIN - Vol 2,2699,,
84400,Hitopadesa,"Narayana & Kale, M R (ed)",,,S,R19,G,O,,MAIN - Vol 2,2700,,
84401,Hitopadesa,"Narayana & Kale, M R (ed)",,,S,R19,G,O,,MAIN - Vol 2,2701,,
84402,The Meghaduta of Kalidasa,"Kalidasa & Kale, M R (ed)",,,F2,R5,G,O,,MAIN - Vol 2,2702,,
84403,The Meghaduta of Kalidasa,"Kalidasa & Kale, M R (ed)",,,F2,R5,G,O,,MAIN - Vol 2,2703,,
84404,Venisamhara,"Bhattanarayana & Kale, M R (ed)",,,F1,R5,NA,M,,MAIN - Vol 2,2704,,
84405,Kiratarjuneeyam,"Bharavi, M R Kale",,,F1,R5,G,O,,MAIN - Vol 2,2705,,
84406,Kiratarjuneeyam,"Bharavi, M R Kale",,,F1,R5,G,O,,MAIN - Vol 2,2706,,
84407,Kiratarjuneeyam,"Bharavi, M R Kale",,,F1,R5,G,O,,MAIN - Vol 2,2707,,
84408,Raghuvamsa,"Kalidasa, M R Kale",,,F1,R5,G,O,,MAIN - Vol 2,2708,,
84409,The Raghuvamsa of Kalidasa,"Kalidasa, M R Kale",,,F1,R5,G,O,,MAIN - Vol 2,2709,,
84410,Abhijnana Sakuntalam,M R Kale,,,I,R10,G,O,,MAIN - Vol 2,2568,,
84411,Mrcchakatika,"Sudraka, M R Kale",,,I,R10,G,O,,MAIN - Vol 2,2710,,
84412,Mudrarakshasa,"Visakhadatta, M R Kale",,,I,R10,G,O,,MAIN - Vol 2,2711,,
84822,Laukika Nyayanjali,"Jacob, G A",,,B6,R3,G,O,,MAIN - Vol 2,2712,,
84823,Panini To Pantanjali,Bidyut Lata Ray,,,B6,R3,G,O,,MAIN - Vol 2,2713,,
84824,Sankhya Karika With Tattvam Kaumudi,"Isvara Krishna, Swami Virupakshananda",,,C3,R2,G,O,,MAIN - Vol 2,2714,,
84825,Sankhya Karika With Tattvam Kaumudi,Isvara Krishna,,,C3,R2,NA,O,,MAIN - Vol 2,2715,,
84826,Sankhya Karika With Tattvam Kaumudi,Isvara Krishna,,,C3,R2,G,O,,MAIN - Vol 2,2716,,
84827,Sankhya Karika With Tattvam Kaumudi,Isvara Krishna,,,C3,R2,G,O,,MAIN - Vol 2,2717,,
84828,Sankhya Tattvam With Kadalangudi Translation (Tamil),Kapilar,,,C3,R2,G,O,,MAIN - Vol 2,2718,,
84829,Sankhya Tattvam With Kadalangudi Translation (Tamil),Kapilar,,,C3,R2,G,O,,MAIN - Vol 2,2719,,
84830,Yogasutra With Kadalangudi Tamil Translation,Pantanjali,,,C4,R2,G,O,,MAIN - Vol 2,2720,,
84831,Yogasutra With Kadalangudi Tamil Translation,Pantanjali,,,C4,R2,G,O,,MAIN - Vol 2,2721,,
84832,Fundamentals of Manuscriptology,Visalakshi,,,R,"R6, R16",G,O,,MAIN - Vol 2,2722,,
84833,Aspects of Indological Studies,Wadekar M L,,,M,R18,G,O,,MAIN - Vol 2,2723,,
84834,Maths In Music And Dance,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2724,,
84835,Raga Its Science And Maths,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2725,,
84836,Getting Close To Carnatic Music,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2726,,
84837,Kalyani The Effervescent Raga,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2727,,
84838,Some Popular Ragas,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2728,,
84839,Accompanist of A Music Concert,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2729,,
84840,Vakra And Basharga Ragas,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2730,,
84841,Ever Green Ragas,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2731,,
84842,The Royal Sankarabharanam,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2732,,
84843,What Is Carnatic Music?,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2733,,
84844,What Is Bharatanatyam?,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2734,,
84845,Adavus And Sanchari's In Bharathantyam,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2735,,
84846,Abhinaya And Bharatanatyam,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2736,,
84847,Navarasa In Bharatanatyam,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2737,,
84848,What Is Mohiniattam?,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2738,,
84849,What Is Kuchipudi?,Vidya Bhavani Suresh,,,I1,R11,G,O,,MAIN - Vol 2,2739,,
84857,Teach Yourself Samskrit (Varnamala RSS New Delhi),Kudumba Sastri,,,O,R16,G,O,,MAIN - Vol 2,2740,,
84858,Vakyavyavahara,Kudumba Sastri,,,O,R16,G,O,,MAIN - Vol 2,2741,,
84859,Vakyavistara,Kudumba Sastri,,,O,R16,G,O,,MAIN - Vol 2,2742,,
84860,Sambhasanam,Kudumba Sastri,,,O,R16,G,O,,MAIN - Vol 2,2743,,
84861,Parisistam,Kudumba Sastri,,,O,R16,G,O,,MAIN - Vol 2,2744,,
85079,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2754,,
85080,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,NA,O,,MAIN - Vol 2,2755,,
85081,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2756,,
85082,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2757,,
85083,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2758,,
85084,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2759,,
85085,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2760,,
85086,Madhyasiddhantha Kaumudi,Varadaraja,,,B6,R3,G,O,,MAIN - Vol 2,2761,,
85087,Indian Philosophy Vol I,Sinha Tadunath,,,C9,R2,G,O,,MAIN - Vol 2,2762,,
85088,Indian Philosophy Vol II,Sinha Tadunath,,,C9,R2,G,O,,MAIN - Vol 2,2763,,
85089,Indian Philosophy Vol III,Sinha Tadunath,,,C9,R2,G,O,,MAIN - Vol 2,2764,,
85090,Encyclopedia of Indian Philosophy Vol IV,Larson And Bhattacharya,,,R,"R6, R16",G,O,,MAIN - Vol 2,2765,,
85091,Encyclopedia of Indian Philosophy Vol VI,Potter And Bhattacharya,,,R,"R6, R16",G,O,,MAIN - Vol 2,2766,,
85092,"History of Science Philosophy and Culture in Indian Civilization Vol II Part 1 - Life, Thought and Culture in India, c. AD300-1000","Chattopadhyaya, D P (ed) & Murty K. Satchidananda",,,M,R18,G,O,,MAIN - Vol 2,2767,,
85093,"History of Science Philosophy and Culture in Indian Civilization Vol II, Part 2 - Advaita Vedanta","Chattopadhaya, D P (ed)",,,C6,R4,G,O,,MAIN - Vol 2,2768,,
85094,"History of Science Philosophy and Culture in Indian Civilization Vol II, Part 3 - Theistic Vedanta","Chattopadhaya, D P (ed)",,,C6,R4,G,O,,MAIN - Vol 2,2769,,
86064,Buddhist Texts Through The Ages,Cogne (Edward) Ed.,,,C7,R2,G,O,25/06/2009,MAIN - Vol 2,3303,,
86065,Changadaasa Karika,S.P. Sarma,,,B6,R3,G,O,25/06/2009,MAIN - Vol 2,3304,,
86066,A Critical Survery of Bhasa's Mahabharatam Dramas,Biswanath Bhattacharyya,,,I,R10,G,O,25/06/2009,MAIN - Vol 2,3305,,
86067,Encylopeadia of The Hindu World Volume I A - AJ,Gangaram Garg,,,R,"R6, R16",G,O,25/06/2009,MAIN - Vol 2,3306,,
86068,Encylopeadia of The Hindu World Volume II AK - AQ,Gangaram Garg,,,R,"R6, R16",G,O,25/06/2009,MAIN - Vol 2,3307,,
86069,Encylopeadia of The Hindu World Volume III AR- AZ,Gangaram Garg,,,R,"R6, R16",G,O,25/06/2009,MAIN - Vol 2,3308,,
86070,The Hindu Temple Volume I,Stella Kramrisch,,,M,R18,G,O,25/06/2009,MAIN - Vol 2,3309,,
86071,The Hindu Temple Volume II,Stella Kramrisch,,,M,R18,G,O,25/06/2009,MAIN - Vol 2,3310,,
86072,Itihasa Nidarsanam,Stella Kramrisch,,,F1,R5,G,O,25/06/2009,MAIN - Vol 2,3311,,
86073,Improvisation In Ancient Theatre,K F Paulose,,,I1,R11,G,O,17/08/2004,MAIN - Vol 2,2849,,
86074,Advaita Navaneetam,"Pandurangi (KT), Krishnavaduta",,,C6,R4,G,O,25/06/2009,MAIN - Vol 2,3312,,
86075,Mahabharata Tatparyaniranaya,Pandurangi (KT),,,D3,R9,G,O,09/10/2009,MAIN - Vol 2,3313,,
86076,Mahakavi Sudraka,Ramasankara Tiwary,,,M1,R19,G,O,09/10/2009,MAIN - Vol 2,3314,,
86077,"Mayamatam: Treatise of Housing, Architecture And Iconography Vol I",Dagens (Bruno),,,C8,R2,G,O,09/10/2009,MAIN - Vol 2,3315,,
86078,"Mayamatam: Treatise of Housing, Architecture And Iconography Vol II",Dagens (Bruno),,,C8,R2,G,O,09/10/2009,MAIN - Vol 2,3316,,
86079,Mimamsanyaya Prakasa Vimarsa,Pandey (Kapil Dev),,,C5,R2,G,O,09/10/2009,MAIN - Vol 2,3317,,
86080,Mutual Causality In Buddhism And General Systems Theory,Mary (Joanna),,,M,R18,G,O,10/12/2009,MAIN - Vol 2,3318,,
86081,Prakrit Verses In Sanskrit Works On Poetics Volume - I Text B,Kulkarni (V.M),,,J,"R11, R12",G,O,10/12/2009,MAIN - Vol 2,3319,,
86082,Sanskrta - Vanmaya Vallari,Gangadhar Panda And Pranavdini Panda,,,O,R16,G,O,10/12/2009,MAIN - Vol 2,3320,,
86083,Sarngadhara Samhita of Sarngadharacarya,Chandra Murthy (Hima Sagara),,,C8,R2,G,O,10/12/2009,MAIN - Vol 2,3321,,
86084,Sri Dvarakadish Mahakavyam,,,,F1,R5,G,O,10/12/2009,MAIN - Vol 2,3322,,
86085,Sastra - Samhita (Sutra Sthanam),Cakrapani Datta,,,C8,R2,G,O,10/12/2009,MAIN - Vol 2,3323,,
86086,Thinking Ritually,Clooney (Francis X),,,M,R18,G,O,10/12/2009,MAIN - Vol 2,3324,,
86087,Vaidhyaka - Sabda Sindhu,Umasachandra Gupta,,,C8,R2,G,O,10/12/2009,MAIN - Vol 2,3325,,
86088,Vedantakaustubha Prabha of Sri Kesavakasmiri Bhatta,"Misra (BW), Ed.",,,C6,R4,G,O,10/12/2009,MAIN - Vol 2,3326,,
86089,"Vedas And Computers, Concepts of Compule - Compile In Vedic Mimamsa",Avadhanulu,,,M,R18,G,O,10/12/2009,MAIN - Vol 2,3327,,
86090,Kavya Prakasha Volume I,,,,J,"R11, R12",G,O,10/12/2009,MAIN - Vol 2,3328,,
86091,Kavya Prakasha Volume II,,,,J,"R11, R12",G,O,10/12/2009,MAIN - Vol 2,3329,,
86092,Kavya Prakasha Volume III,,,,J,"R11, R12",G,O,10/12/2009,MAIN - Vol 2,3330,,
86093,Kavya Prakasha Volume IV,,,,J,"R11, R12",G,O,10/12/2009,MAIN - Vol 2,3331,,
86094,Kavya Prakasha Volume V,,,,J,"R11, R12",G,O,05/01/2010,MAIN - Vol 2,3332,,
86095,Kavya Prakasha Volume VI,,,,J,"R11, R12",G,O,05/01/2010,MAIN - Vol 2,3333,,
86096,Sahithya Darpana Volume I,,,,J,"R11, R12",G,O,05/01/2010,MAIN - Vol 2,3334,,
86097,Sahithya Darpana Volume II,,,,J,"R11, R12",G,O,05/01/2010,MAIN - Vol 2,3335,,
86098,Sahithya Darpana Volume III,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3336,,
86099,Sahithya Darpana Volume IV,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3337,,
86100,Brahmasutra Sankara Bhasyam Volume I,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3338,,
86101,Brahmasutra Sankara Bhasyam Volume II,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3339,,
86102,Brahmasutra Sankara Bhasyam Volume III,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3340,,
86103,Brahmasutra Sankara Bhasyam Volume IV,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3341,,
86104,Brahmasutra Sankara Bhasyam Volume V,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3342,,
86105,Brhamasutra Sankara Bhasyam Volume VI,,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3343,,
86106,Kavyadarsha Volume I,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3344,,
86107,Kavyadarsha Volume II,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3345,,
86108,Kavyadarsha Volume III,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3346,,
86109,Kavyadarsha Volume IV,,,,J,"R11, R12",G,O,25/01/2010,MAIN - Vol 2,3347,,
86110,Ascarya Cudamani,Menon (K.P.A),,,I,R10,G,O,25/01/2010,MAIN - Vol 2,3348,,
86111,Tripuradahanam Saurikathodayaha,Menon (K.P.A),,,I,R10,G,O,25/01/2010,MAIN - Vol 2,3349,,
86112,Adhyatma Ramayanam Volume I,Menon (K.P.A),,,D1,R9,G,O,25/01/2010,MAIN - Vol 2,3350,,
86113,Adhyatma Ramayanam Volume II,Menon (K.P.A),,,D1,R9,G,O,25/01/2010,MAIN - Vol 2,3351,,
86114,Sri Kasavijayah Nalodayah,Menon (K.P.A),,,O,R16,G,O,25/01/2010,MAIN - Vol 2,3352,,
86115,Patanjali's Yoga Sutras,"Rama Prasada, TR",,,C4,R2,G,O,25/01/2010,MAIN - Vol 2,3353,,
86116,Yajurveda Samhita,Griffith (Ralph TH) TR,,,A2,R1,G,O,25/01/2010,MAIN - Vol 2,3354,,
86117,The Samaveda Samhita,Griffith (Ralph TH) TR,,,A3,R1,G,O,25/01/2010,MAIN - Vol 2,3355,,
86118,Mantramahodadhi of Mahidhara,Sudhakar Malaviya,,,C8,R2,G,O,25/01/2010,MAIN - Vol 2,3356,,
86120,Panosama of Proverbs Part II,Bejai Singh,,,M,R18,G,O,25/01/2010,MAIN - Vol 2,3357,,
86121,Mimamsa Nyaya Prakasa,Vasudev Sastri Abhyankar,,,C5,R2,G,O,25/01/2010,MAIN - Vol 2,3358,,
86122,Analysis of The Puranas,Wilson (H H),,,E1,R9,G,O,25/01/2010,MAIN - Vol 2,3359,,
86123,Nervous Systems In Yoga And Tantra,Ashok Majumdar,,,M,R18,G,O,25/01/2010,MAIN - Vol 2,3360,,
86124,Introduction To Tantras And Their Philosophy,Pushpendra Kumar,,,C8,R2,G,O,25/01/2010,MAIN - Vol 2,3361,,
86125,Layout For Different Sacrifices According To Different Srauta Sutras,Kulkarni R P,,,A5,R1,G,O,17/08/2004,MAIN - Vol 2,2812,,
86126,The Atharva Veda Pratisakhya,Whifney (William D),,,A4,R1,G,O,25/01/2010,MAIN - Vol 2,3362,,
86127,Kavyadarsa,Dandin,,,J,"R11, R12",G,O,17/08/2004,MAIN - Vol 2,2813,,
86128,Bhasa Afresh,Unni (N.P),,,M1,R19,G,O,25/01/2010,MAIN - Vol 2,3363,,
86129,Bhagavata Bhakti Cult And Three Advaita Acarya,Ramnarayan Vyas,,,C8,R2,G,O,25/01/2010,MAIN - Vol 2,3364,,
86130,Problems In Vedic And Sanskrit Literature,Deshpande (Maitreyea) Ed,,,K,R17,G,O,25/01/2010,MAIN - Vol 2,3365,,
86131,Development of Nagari Script,Arvind K Singh,,,L,R18,G,O,17/08/2004,MAIN - Vol 2,2814,,
86132,Saundarya Lahari,Kuppuswami (A),,,F2,R5,G,O,25/01/2010,MAIN - Vol 2,3366,,
86133,Tarakamrtam,Piyushkant Dixit,,,C1,R2,G,O,25/01/2010,MAIN - Vol 2,3367,,
86134,Agriculture And Animal Husbandry In The Vedas,Kansara (N M),,,A6,R1,G,O,25/01/2010,MAIN - Vol 2,3368,,
86135,Udaya Sundari Katha of Soddhala,Sudarshan Kumar Sharma,,,S,R19,G,O,25/01/2010,MAIN - Vol 2,3369,,
86136,Panini Pratyayartha Kosa,Jnana Prakasa Sastri,,,R,"R6, R16",G,O,17/08/2004,MAIN - Vol 2,2815,,
86137,Vedanta - Paribhasa,Madhvarajadhvarindra,,,C6,R4,G,O,25/01/2010,MAIN - Vol 2,3370,,
86138,Mimamsa Nyaya Prakasha,Apadeva,,,C5,R2,G,O,17/08/2004,MAIN - Vol 2,2816,,
86139,Panini Ashtadhyayi Tamil Part I,Meenakshi K,,Tamil,B6,R3,G,O,17/08/2004,MAIN - Vol 2,2817,,
86140,Panini Ashtadhyayi Tamil Part II,Meenakshi K,,Tamil,B6,R3,G,O,17/08/2004,MAIN - Vol 2,2818,,
86141,Panini Ashtadhyayi Tamil Part III,Meenakshi K,,Tamil,B6,R3,G,O,17/08/2004,MAIN - Vol 2,2819,,
86142,Panini To Patanjali A Grammatical,Ray (Bidyut Lata),,,B6,R3,G,O,25/01/2010,MAIN - Vol 2,3371,,
86143,Sanskrith Sahithya Jalavigyan,,,,M,R18,G,O,18/03/2010,MAIN - Vol 2,3372,,
86144,Sanskrith Sahithya Jalavigyan,,,,M,R18,G,O,18/03/2010,MAIN - Vol 2,3373,,
86145,Kavyaprakasa,Manmata,,,J,"R11, R12",G,O,17/08/2004,MAIN - Vol 2,2820,,
86146,Manava Srauta Sutra,Pramod Bala Misra,,,A5,R1,G,O,17/08/2004,MAIN - Vol 2,2821,,
86147,Nilakantha's The Kavyollasa,Sukumaran ( C ),,,J,"R11, R12",G,O,18/03/2010,MAIN - Vol 2,3374,,
86148,The Concept of Purusarthas,Chandra Chakrabarti Saoniran,,,M,R18,G,O,23/09/2010,MAIN - Vol 2,3375,,
86149,Tarkasamgraha,,,,C2,R2,G,O,20/07/2011,MAIN - Vol 2,3376,,
86151,Sakatayana Vyakaran,,,,B6,R3,G,O,20/07/2011,MAIN - Vol 2,3377,,
86152,Vakyartha Vivechan,,,,O,R16,G,O,20/07/2011,MAIN - Vol 2,3378,,
86153,Vedanga Itihasa,,,,B7,R3,G,O,20/07/2011,MAIN - Vol 2,3379,,
